,Transit ID,Datum,Měna,Region,Region ID,Poslytovatel dopravy,Doprava,Pohonné hmoty,Typ skladu,Zaměstnanec
241,1241,2022-08-11,CZK,Plzeňský kraj,12,Toptrans,vlak,natural95,tranzitní,Jan Novák
242,1242,2022-08-16,CZK,"Ústecký kraj,Vysočina",0,Geis,kamion,natural95,centrální,Jan Novák
243,1243,2022-09-24,CZK,Královehradecký kraj,0,Spedquick Třebíč,kamion,natural95,regionální,Josef Vošouch
244,1244,2022-01-17,CZK,Jihočeský kraj,5,Toptrans,kamion,natural95,centrální,Jan Novák
245,1245,2022-03-12,EUR,Středočeský kraj,0,Spedquick Třebíč,kamion,diesel,tranzitní,Daniel Podach
246,1246,2022-01-27,EUR,Pardubický kraj,8,Toptrans,kamion,diesel,tranzitní,Daniel Podach
247,1247,2022-06-10,CZK,Pardubický kraj,7,Geis,nákladní vozidlo,natural95,regionální,Jan Novák
248,1248,2022-07-31,CZK,Pardubický kraj,8,Pap Trutnov,nákladní vozidlo,diesel,centrální,Karel Barel
249,1249,2022-02-02,CZK,Zlínský kraj,9,Toptrans,vlak,diesel,centrální,Karel Barel
250,1250,2022-09-21,CZK,Liberecký kraj,7,Geis,nákladní vozidlo,natural95,tranzitní,Jan Novák
251,1251,2022-09-07,CZK,Plzeňský kraj,4,Toptrans,nákladní vozidlo,natural95,centrální,Jan Novák
252,1252,2022-10-26,CZK,Moravskoslezský kraj,12,Pap Trutnov,vlak,diesel,regionální,Josef Vošouch
253,1253,2022-02-20,CZK,Královehradecký kraj,8,Spedquick Třebíč,kamion,diesel,tranzitní,Jiří Zeman
254,1254,2022-02-08,CZK,Jihočeský kraj,6,Toptrans,nákladní vozidlo,diesel,tranzitní,Josef Vošouch
255,1255,2022-01-25,EUR,Středočeský kraj,11,Geis,vlak,natural95,regionální,Karel Barel
256,1256,2021-12-19,EUR,Plzeňský kraj,7,Pap Trutnov,nákladní vozidlo,natural95,regionální,Daniel Podach
257,1257,2022-11-10,EUR,Plzeňský kraj,9,GLS,vlak,diesel,centrální,Daniel Podach
258,1258,2022-03-29,EUR,Liberecký kraj,6,Pap Trutnov,kamion,natural95,tranzitní,Jan Novák
259,1259,2022-03-17,CZK,Jihočeský kraj,9,Pap Trutnov,vlak,diesel,tranzitní,Daniel Podach
260,1260,2022-09-10,EUR,Středočeský kraj,3,Spedquick Třebíč,vlak,diesel,tranzitní,Karel Barel
261,1261,2022-09-18,CZK,"Ústecký kraj,Vysočina",7,Pap Trutnov,kamion,diesel,centrální,Daniel Podach
262,1262,2022-10-22,EUR,Olomoucký kraj,6,Toptrans,vlak,diesel,regionální,Jiří Zeman
263,1263,2022-07-15,CZK,Olomoucký kraj,9,Spedquick Třebíč,nákladní vozidlo,natural95,centrální,Jiří Zeman
264,1264,2022-11-19,EUR,Moravskoslezský kraj,0,Pap Trutnov,nákladní vozidlo,diesel,centrální,Daniel Podach
265,1265,2022-04-29,EUR,"Ústecký kraj,Vysočina",10,Pap Trutnov,nákladní vozidlo,diesel,centrální,Jan Novák
266,1266,2022-03-07,CZK,Plzeňský kraj,4,Spedquick Třebíč,kamion,natural95,centrální,Jiří Zeman
267,1267,2022-03-29,EUR,Moravskoslezský kraj,3,Toptrans,kamion,diesel,centrální,Jan Novák
268,1268,2022-01-11,CZK,"Ústecký kraj,Vysočina",12,Spedquick Třebíč,vlak,natural95,centrální,Daniel Podach
269,1269,2022-03-26,CZK,Středočeský kraj,8,Toptrans,nákladní vozidlo,diesel,centrální,Daniel Podach
270,1270,2021-12-29,CZK,Hlavní město Praha,7,GLS,kamion,natural95,regionální,Daniel Podach
271,1271,2022-02-04,EUR,Hlavní město Praha,10,GLS,kamion,natural95,regionální,Jan Novák
272,1272,2022-03-24,CZK,Jihomoravský kraj,4,Spedquick Třebíč,kamion,natural95,centrální,Jan Novák
273,1273,2022-04-15,CZK,Zlínský kraj,4,Pap Trutnov,nákladní vozidlo,natural95,tranzitní,Daniel Podach
274,1274,2022-03-27,CZK,Středočeský kraj,10,GLS,vlak,diesel,centrální,Jiří Zeman
275,1275,2022-04-17,CZK,Jihočeský kraj,7,GLS,vlak,natural95,regionální,Daniel Podach
276,1276,2022-06-27,EUR,Moravskoslezský kraj,10,Geis,vlak,natural95,tranzitní,Karel Barel
277,1277,2022-01-11,CZK,Liberecký kraj,10,Geis,nákladní vozidlo,natural95,centrální,Daniel Podach
278,1278,2022-03-13,EUR,Královehradecký kraj,0,Geis,vlak,diesel,tranzitní,Jiří Zeman
279,1279,2022-08-06,CZK,Olomoucký kraj,9,Pap Trutnov,vlak,diesel,centrální,Josef Vošouch
280,1280,2022-11-10,EUR,Jihomoravský kraj,0,Geis,kamion,natural95,regionální,Daniel Podach
281,1281,2022-03-22,CZK,Olomoucký kraj,11,GLS,nákladní vozidlo,natural95,tranzitní,Karel Barel
282,1282,2022-02-17,EUR,Liberecký kraj,12,Geis,kamion,natural95,centrální,Josef Vošouch
283,1283,2022-06-06,CZK,Zlínský kraj,12,Spedquick Třebíč,vlak,diesel,centrální,Josef Vošouch
284,1284,2021-11-27,EUR,Karlovarský kraj,7,Pap Trutnov,nákladní vozidlo,natural95,tranzitní,Jiří Zeman
285,1285,2022-11-12,EUR,Karlovarský kraj,1,Spedquick Třebíč,kamion,natural95,regionální,Jan Novák
286,1286,2022-10-14,EUR,Moravskoslezský kraj,9,Geis,nákladní vozidlo,natural95,centrální,Karel Barel
287,1287,2022-10-28,EUR,Pardubický kraj,12,Geis,vlak,diesel,centrální,Jiří Zeman
288,1288,2022-05-26,CZK,Plzeňský kraj,3,Toptrans,kamion,natural95,tranzitní,Daniel Podach
289,1289,2022-06-01,EUR,Moravskoslezský kraj,12,GLS,vlak,natural95,regionální,Karel Barel
290,1290,2022-05-11,EUR,Jihomoravský kraj,9,GLS,kamion,natural95,centrální,Jiří Zeman
291,1291,2022-06-16,EUR,Liberecký kraj,5,Pap Trutnov,nákladní vozidlo,natural95,centrální,Jiří Zeman
292,1292,2022-07-18,EUR,Hlavní město Praha,9,Spedquick Třebíč,nákladní vozidlo,diesel,regionální,Karel Barel
293,1293,2022-11-02,CZK,Plzeňský kraj,7,Pap Trutnov,kamion,natural95,regionální,Daniel Podach
294,1294,2022-05-08,CZK,Královehradecký kraj,3,Pap Trutnov,kamion,natural95,tranzitní,Jiří Zeman
295,1295,2022-04-14,EUR,Jihočeský kraj,5,Spedquick Třebíč,kamion,diesel,tranzitní,Josef Vošouch
296,1296,2022-05-06,EUR,Plzeňský kraj,1,Pap Trutnov,kamion,diesel,tranzitní,Daniel Podach
297,1297,2022-01-08,CZK,Moravskoslezský kraj,11,Spedquick Třebíč,kamion,natural95,tranzitní,Jiří Zeman
298,1298,2022-03-02,CZK,Jihomoravský kraj,10,GLS,kamion,natural95,centrální,Daniel Podach
299,1299,2022-01-20,CZK,Středočeský kraj,6,Spedquick Třebíč,kamion,diesel,regionální,Jiří Zeman
300,1300,2022-01-23,CZK,Moravskoslezský kraj,10,Toptrans,kamion,natural95,tranzitní,Daniel Podach
301,1301,2022-03-07,CZK,Karlovarský kraj,5,GLS,nákladní vozidlo,diesel,centrální,Jan Novák
302,1302,2022-09-22,CZK,Hlavní město Praha,7,GLS,vlak,diesel,regionální,Josef Vošouch
303,1303,2022-08-28,CZK,Karlovarský kraj,2,Toptrans,kamion,diesel,tranzitní,Jan Novák
304,1304,2022-10-09,CZK,Moravskoslezský kraj,10,GLS,kamion,natural95,centrální,Daniel Podach
305,1305,2022-09-27,EUR,Moravskoslezský kraj,8,Spedquick Třebíč,nákladní vozidlo,natural95,centrální,Daniel Podach
306,1306,2022-04-15,CZK,Liberecký kraj,0,GLS,vlak,diesel,tranzitní,Jiří Zeman
307,1307,2022-10-02,EUR,Jihočeský kraj,2,Geis,vlak,natural95,centrální,Jan Novák
308,1308,2022-02-17,CZK,Královehradecký kraj,2,GLS,kamion,natural95,regionální,Jiří Zeman
309,1309,2022-07-24,EUR,Jihomoravský kraj,10,Spedquick Třebíč,kamion,diesel,centrální,Jan Novák
310,1310,2022-07-04,EUR,Středočeský kraj,1,Spedquick Třebíč,nákladní vozidlo,natural95,tranzitní,Daniel Podach
311,1311,2022-02-15,CZK,Hlavní město Praha,6,Pap Trutnov,kamion,diesel,tranzitní,Karel Barel
312,1312,2022-10-22,EUR,Královehradecký kraj,7,Pap Trutnov,kamion,natural95,centrální,Jan Novák
313,1313,2022-09-11,EUR,Zlínský kraj,9,Spedquick Třebíč,nákladní vozidlo,diesel,centrální,Jan Novák
314,1314,2022-07-14,EUR,Plzeňský kraj,10,Pap Trutnov,nákladní vozidlo,diesel,regionální,Jan Novák
315,1315,2022-03-28,CZK,"Ústecký kraj,Vysočina",7,Geis,nákladní vozidlo,natural95,centrální,Jiří Zeman
316,1316,2022-08-25,CZK,Jihočeský kraj,6,Pap Trutnov,kamion,diesel,regionální,Jan Novák
317,1317,2022-04-25,CZK,"Ústecký kraj,Vysočina",6,GLS,kamion,diesel,tranzitní,Karel Barel
318,1318,2022-08-03,CZK,Pardubický kraj,8,Geis,vlak,natural95,regionální,Josef Vošouch
319,1319,2022-03-22,EUR,Královehradecký kraj,12,GLS,kamion,natural95,regionální,Daniel Podach
320,1320,2022-01-18,EUR,"Ústecký kraj,Vysočina",12,GLS,vlak,diesel,centrální,Karel Barel
321,1321,2021-11-30,CZK,Liberecký kraj,10,Toptrans,vlak,diesel,tranzitní,Josef Vošouch
322,1322,2022-08-23,CZK,Zlínský kraj,5,Pap Trutnov,nákladní vozidlo,natural95,tranzitní,Jan Novák
323,1323,2022-07-10,CZK,Královehradecký kraj,2,GLS,nákladní vozidlo,natural95,regionální,Daniel Podach
324,1324,2022-04-07,CZK,Středočeský kraj,10,Toptrans,nákladní vozidlo,diesel,centrální,Karel Barel
325,1325,2022-01-19,CZK,Olomoucký kraj,11,Toptrans,kamion,diesel,tranzitní,Jan Novák
326,1326,2022-01-28,CZK,"Ústecký kraj,Vysočina",1,Toptrans,kamion,diesel,tranzitní,Daniel Podach
327,1327,2022-07-09,EUR,Karlovarský kraj,2,Spedquick Třebíč,nákladní vozidlo,diesel,regionální,Karel Barel
328,1328,2022-04-19,CZK,Jihočeský kraj,10,Pap Trutnov,vlak,diesel,regionální,Josef Vošouch
329,1329,2022-06-02,CZK,Jihomoravský kraj,0,Geis,nákladní vozidlo,diesel,centrální,Jan Novák
330,1330,2022-08-07,EUR,Moravskoslezský kraj,7,Spedquick Třebíč,nákladní vozidlo,diesel,regionální,Karel Barel
331,1331,2022-06-01,CZK,Olomoucký kraj,10,Toptrans,nákladní vozidlo,natural95,regionální,Josef Vošouch
332,1332,2022-07-09,EUR,Královehradecký kraj,3,Geis,vlak,natural95,regionální,Daniel Podach
333,1333,2022-03-11,EUR,Moravskoslezský kraj,5,Pap Trutnov,nákladní vozidlo,diesel,centrální,Jiří Zeman
334,1334,2022-09-12,CZK,Plzeňský kraj,8,Geis,vlak,diesel,regionální,Karel Barel
335,1335,2022-07-11,EUR,Liberecký kraj,12,GLS,nákladní vozidlo,diesel,regionální,Daniel Podach
336,1336,2022-04-23,CZK,Jihočeský kraj,1,Pap Trutnov,kamion,diesel,regionální,Jan Novák
337,1337,2022-03-10,CZK,"Ústecký kraj,Vysočina",0,Pap Trutnov,nákladní vozidlo,natural95,regionální,Josef Vošouch
338,1338,2022-10-20,CZK,Zlínský kraj,10,Geis,kamion,diesel,centrální,Karel Barel
339,1339,2022-06-12,CZK,Karlovarský kraj,10,Geis,vlak,natural95,tranzitní,Jiří Zeman
340,1340,2021-12-26,CZK,Pardubický kraj,7,Toptrans,vlak,diesel,tranzitní,Daniel Podach
341,1341,2022-10-12,EUR,Jihočeský kraj,4,Geis,kamion,diesel,regionální,Daniel Podach
342,1342,2022-07-21,EUR,Liberecký kraj,5,GLS,vlak,diesel,tranzitní,Jiří Zeman
343,1343,2022-10-06,EUR,"Ústecký kraj,Vysočina",11,Toptrans,kamion,diesel,centrální,Jiří Zeman
344,1344,2021-12-22,CZK,Moravskoslezský kraj,11,Toptrans,nákladní vozidlo,diesel,centrální,Jan Novák
345,1345,2022-06-28,EUR,Moravskoslezský kraj,3,Spedquick Třebíč,nákladní vozidlo,natural95,centrální,Jiří Zeman
346,1346,2021-12-21,EUR,Jihomoravský kraj,0,Pap Trutnov,vlak,natural95,regionální,Karel Barel
347,1347,2022-05-22,EUR,Moravskoslezský kraj,0,Spedquick Třebíč,vlak,natural95,centrální,Josef Vošouch
348,1348,2022-05-19,CZK,Moravskoslezský kraj,2,Spedquick Třebíč,kamion,natural95,regionální,Karel Barel
349,1349,2021-12-10,CZK,Olomoucký kraj,12,Pap Trutnov,nákladní vozidlo,natural95,centrální,Jiří Zeman
350,1350,2022-09-07,EUR,Plzeňský kraj,1,Pap Trutnov,nákladní vozidlo,diesel,centrální,Karel Barel
351,1351,2022-01-23,CZK,Moravskoslezský kraj,6,Toptrans,kamion,diesel,centrální,Jan Novák
352,1352,2022-05-24,CZK,Královehradecký kraj,5,Toptrans,kamion,natural95,regionální,Jan Novák
353,1353,2022-08-05,CZK,"Ústecký kraj,Vysočina",0,GLS,nákladní vozidlo,diesel,tranzitní,Karel Barel
354,1354,2022-07-27,CZK,Středočeský kraj,8,Toptrans,kamion,natural95,centrální,Jan Novák
355,1355,2022-04-16,EUR,"Ústecký kraj,Vysočina",2,Toptrans,kamion,natural95,tranzitní,Daniel Podach
356,1356,2021-11-26,EUR,Plzeňský kraj,11,Spedquick Třebíč,vlak,diesel,regionální,Karel Barel
357,1357,2022-07-04,CZK,Karlovarský kraj,7,Geis,nákladní vozidlo,natural95,regionální,Josef Vošouch
358,1358,2022-04-25,CZK,Hlavní město Praha,5,Spedquick Třebíč,kamion,diesel,regionální,Jiří Zeman
359,1359,2022-07-28,EUR,"Ústecký kraj,Vysočina",0,GLS,vlak,natural95,tranzitní,Jiří Zeman
360,1360,2022-04-13,CZK,Královehradecký kraj,3,GLS,nákladní vozidlo,diesel,centrální,Daniel Podach
361,1361,2022-02-24,CZK,Moravskoslezský kraj,8,Toptrans,nákladní vozidlo,diesel,centrální,Jiří Zeman
362,1362,2022-06-04,CZK,Zlínský kraj,11,GLS,kamion,natural95,tranzitní,Karel Barel
363,1363,2022-08-06,CZK,Středočeský kraj,11,Pap Trutnov,kamion,natural95,regionální,Jiří Zeman
364,1364,2022-04-12,CZK,Zlínský kraj,12,Spedquick Třebíč,nákladní vozidlo,diesel,tranzitní,Josef Vošouch
365,1365,2022-07-04,CZK,Jihočeský kraj,9,Toptrans,kamion,natural95,regionální,Jan Novák
366,1366,2022-01-16,CZK,Moravskoslezský kraj,12,Pap Trutnov,nákladní vozidlo,natural95,tranzitní,Josef Vošouch
367,1367,2022-08-27,EUR,Zlínský kraj,4,Toptrans,nákladní vozidlo,diesel,centrální,Daniel Podach
368,1368,2022-09-21,CZK,Zlínský kraj,1,GLS,nákladní vozidlo,natural95,regionální,Jiří Zeman
369,1369,2022-09-13,CZK,Karlovarský kraj,10,Pap Trutnov,nákladní vozidlo,natural95,regionální,Josef Vošouch
370,1370,2022-10-15,EUR,Pardubický kraj,3,Toptrans,kamion,diesel,tranzitní,Jan Novák
371,1371,2022-10-02,CZK,Pardubický kraj,10,Spedquick Třebíč,kamion,natural95,tranzitní,Jan Novák
372,1372,2022-07-23,EUR,Olomoucký kraj,9,Geis,kamion,diesel,tranzitní,Josef Vošouch
373,1373,2022-05-31,EUR,"Ústecký kraj,Vysočina",1,Spedquick Třebíč,vlak,diesel,tranzitní,Jiří Zeman
374,1374,2022-10-06,CZK,Středočeský kraj,9,Spedquick Třebíč,kamion,diesel,centrální,Karel Barel
375,1375,2021-12-20,EUR,Hlavní město Praha,3,Toptrans,vlak,natural95,centrální,Jiří Zeman
376,1376,2022-02-09,CZK,Hlavní město Praha,7,GLS,kamion,natural95,centrální,Jan Novák
377,1377,2022-04-19,CZK,Jihomoravský kraj,6,Spedquick Třebíč,kamion,diesel,tranzitní,Jan Novák
378,1378,2022-05-21,CZK,Moravskoslezský kraj,6,Pap Trutnov,kamion,natural95,centrální,Karel Barel
379,1379,2022-02-20,CZK,Královehradecký kraj,9,Geis,nákladní vozidlo,diesel,regionální,Karel Barel
380,1380,2022-03-14,EUR,Moravskoslezský kraj,11,Toptrans,vlak,diesel,centrální,Josef Vošouch
381,1381,2022-05-06,CZK,Pardubický kraj,4,Pap Trutnov,vlak,natural95,centrální,Karel Barel
382,1382,2022-10-16,EUR,Olomoucký kraj,9,Geis,vlak,natural95,centrální,Jan Novák
383,1383,2022-07-19,CZK,"Ústecký kraj,Vysočina",9,Geis,kamion,diesel,centrální,Jan Novák
384,1384,2022-08-02,EUR,Zlínský kraj,5,Spedquick Třebíč,nákladní vozidlo,natural95,tranzitní,Jiří Zeman
385,1385,2021-11-27,CZK,Jihočeský kraj,1,GLS,kamion,natural95,regionální,Karel Barel
386,1386,2022-07-14,CZK,Pardubický kraj,1,Pap Trutnov,nákladní vozidlo,natural95,tranzitní,Karel Barel
387,1387,2022-05-22,EUR,Karlovarský kraj,6,Spedquick Třebíč,kamion,diesel,tranzitní,Jiří Zeman
388,1388,2022-07-19,CZK,Zlínský kraj,2,Geis,vlak,natural95,centrální,Jiří Zeman
389,1389,2022-05-06,EUR,Jihočeský kraj,0,Geis,vlak,diesel,centrální,Jiří Zeman
390,1390,2022-02-03,EUR,Plzeňský kraj,11,Toptrans,nákladní vozidlo,natural95,tranzitní,Daniel Podach
391,1391,2022-10-10,EUR,Pardubický kraj,1,Toptrans,kamion,diesel,centrální,Jan Novák
392,1392,2022-07-16,CZK,Středočeský kraj,5,GLS,kamion,diesel,tranzitní,Daniel Podach
393,1393,2022-03-19,EUR,Královehradecký kraj,6,Geis,nákladní vozidlo,natural95,tranzitní,Jiří Zeman
394,1394,2022-09-11,CZK,Jihomoravský kraj,1,Pap Trutnov,nákladní vozidlo,natural95,tranzitní,Jiří Zeman
395,1395,2022-07-19,EUR,Středočeský kraj,1,Toptrans,nákladní vozidlo,natural95,tranzitní,Karel Barel
396,1396,2022-09-30,CZK,Jihomoravský kraj,5,Spedquick Třebíč,kamion,diesel,regionální,Josef Vošouch
397,1397,2022-10-07,CZK,Středočeský kraj,2,GLS,kamion,natural95,regionální,Jiří Zeman
398,1398,2022-07-25,CZK,Moravskoslezský kraj,6,Pap Trutnov,kamion,natural95,regionální,Josef Vošouch
399,1399,2022-09-01,EUR,"Ústecký kraj,Vysočina",9,Toptrans,kamion,diesel,centrální,Josef Vošouch
400,1400,2022-07-21,CZK,Středočeský kraj,8,GLS,vlak,natural95,centrální,Karel Barel
401,1401,2022-05-25,CZK,Jihočeský kraj,7,Spedquick Třebíč,nákladní vozidlo,diesel,tranzitní,Josef Vošouch
402,1402,2022-11-12,CZK,Hlavní město Praha,10,Toptrans,vlak,diesel,regionální,Josef Vošouch
403,1403,2022-02-23,CZK,Liberecký kraj,5,Toptrans,kamion,diesel,regionální,Josef Vošouch
404,1404,2021-12-28,EUR,Plzeňský kraj,1,GLS,nákladní vozidlo,natural95,tranzitní,Daniel Podach
405,1405,2022-05-28,EUR,Olomoucký kraj,4,Spedquick Třebíč,vlak,diesel,centrální,Josef Vošouch
406,1406,2022-05-22,CZK,Olomoucký kraj,11,Toptrans,kamion,natural95,centrální,Josef Vošouch
407,1407,2022-09-09,CZK,Královehradecký kraj,5,Geis,nákladní vozidlo,diesel,centrální,Jan Novák
408,1408,2022-08-28,EUR,Olomoucký kraj,5,Geis,vlak,diesel,centrální,Jiří Zeman
409,1409,2022-02-21,CZK,Pardubický kraj,0,Pap Trutnov,vlak,diesel,regionální,Jiří Zeman
410,1410,2022-03-27,CZK,Moravskoslezský kraj,7,GLS,kamion,diesel,tranzitní,Josef Vošouch
411,1411,2022-05-11,CZK,Jihočeský kraj,0,Toptrans,vlak,natural95,regionální,Daniel Podach
412,1412,2022-09-28,CZK,"Ústecký kraj,Vysočina",7,Spedquick Třebíč,nákladní vozidlo,diesel,tranzitní,Josef Vošouch
413,1413,2021-12-02,CZK,Liberecký kraj,5,GLS,nákladní vozidlo,natural95,regionální,Daniel Podach
414,1414,2022-02-09,CZK,Karlovarský kraj,1,Spedquick Třebíč,kamion,natural95,regionální,Jan Novák
415,1415,2022-02-12,EUR,"Ústecký kraj,Vysočina",8,GLS,nákladní vozidlo,diesel,regionální,Jiří Zeman
416,1416,2021-12-22,EUR,Karlovarský kraj,11,Pap Trutnov,vlak,diesel,regionální,Josef Vošouch
417,1417,2022-03-22,EUR,Moravskoslezský kraj,11,GLS,vlak,natural95,regionální,Jiří Zeman
418,1418,2021-12-27,EUR,Plzeňský kraj,1,GLS,nákladní vozidlo,natural95,centrální,Josef Vošouch
419,1419,2022-11-10,EUR,Hlavní město Praha,10,Toptrans,kamion,natural95,regionální,Daniel Podach
420,1420,2022-08-16,EUR,Plzeňský kraj,11,GLS,kamion,natural95,regionální,Daniel Podach
421,1421,2022-10-05,EUR,Královehradecký kraj,6,Pap Trutnov,nákladní vozidlo,diesel,regionální,Josef Vošouch
422,1422,2021-12-14,CZK,Hlavní město Praha,4,Pap Trutnov,kamion,natural95,regionální,Jiří Zeman
423,1423,2022-05-03,CZK,Jihomoravský kraj,7,Toptrans,kamion,natural95,regionální,Karel Barel
424,1424,2022-05-16,CZK,Olomoucký kraj,10,Geis,nákladní vozidlo,diesel,regionální,Josef Vošouch
425,1425,2022-06-17,CZK,Jihočeský kraj,3,GLS,nákladní vozidlo,diesel,regionální,Karel Barel
426,1426,2022-08-19,CZK,Hlavní město Praha,3,Pap Trutnov,kamion,diesel,tranzitní,Karel Barel
427,1427,2022-11-12,CZK,Plzeňský kraj,1,GLS,kamion,diesel,tranzitní,Jan Novák
428,1428,2022-02-16,EUR,Královehradecký kraj,0,Pap Trutnov,vlak,natural95,tranzitní,Daniel Podach
429,1429,2021-12-29,EUR,Moravskoslezský kraj,9,Spedquick Třebíč,kamion,natural95,tranzitní,Josef Vošouch
430,1430,2022-07-12,CZK,Plzeňský kraj,7,Pap Trutnov,kamion,diesel,regionální,Jan Novák
431,1431,2022-04-20,CZK,Plzeňský kraj,10,Spedquick Třebíč,vlak,natural95,tranzitní,Jan Novák
432,1432,2022-01-05,CZK,"Ústecký kraj,Vysočina",8,Spedquick Třebíč,kamion,natural95,regionální,Josef Vošouch
433,1433,2022-09-19,CZK,"Ústecký kraj,Vysočina",5,Geis,kamion,natural95,centrální,Jan Novák
434,1434,2022-01-10,CZK,Olomoucký kraj,0,Toptrans,nákladní vozidlo,natural95,regionální,Karel Barel
435,1435,2022-02-23,CZK,"Ústecký kraj,Vysočina",9,Geis,kamion,natural95,tranzitní,Jan Novák
436,1436,2022-11-07,CZK,Středočeský kraj,3,Toptrans,kamion,diesel,centrální,Jan Novák
437,1437,2022-10-08,EUR,Jihomoravský kraj,11,Spedquick Třebíč,kamion,diesel,centrální,Jan Novák
438,1438,2021-11-30,CZK,Karlovarský kraj,5,Toptrans,kamion,natural95,centrální,Daniel Podach
439,1439,2022-06-04,CZK,Liberecký kraj,0,GLS,nákladní vozidlo,natural95,regionální,Jan Novák
440,1440,2022-08-22,CZK,"Ústecký kraj,Vysočina",11,Geis,nákladní vozidlo,diesel,regionální,Josef Vošouch
441,1441,2022-04-05,EUR,Pardubický kraj,2,Geis,kamion,diesel,regionální,Karel Barel
442,1442,2022-11-04,EUR,Liberecký kraj,0,GLS,vlak,natural95,regionální,Jan Novák
443,1443,2022-03-22,CZK,Jihočeský kraj,5,Pap Trutnov,kamion,natural95,regionální,Josef Vošouch
444,1444,2022-05-21,EUR,Královehradecký kraj,8,Pap Trutnov,nákladní vozidlo,natural95,tranzitní,Daniel Podach
445,1445,2021-11-30,CZK,Zlínský kraj,3,GLS,nákladní vozidlo,natural95,centrální,Josef Vošouch
446,1446,2022-05-10,CZK,Středočeský kraj,8,GLS,vlak,diesel,tranzitní,Karel Barel
447,1447,2022-06-30,EUR,Hlavní město Praha,7,Geis,vlak,natural95,tranzitní,Jan Novák
448,1448,2022-09-05,CZK,Zlínský kraj,6,Spedquick Třebíč,kamion,natural95,tranzitní,Josef Vošouch
449,1449,2022-04-09,CZK,Plzeňský kraj,10,GLS,vlak,natural95,centrální,Daniel Podach
450,1450,2022-05-07,EUR,Pardubický kraj,11,Spedquick Třebíč,kamion,diesel,centrální,Karel Barel
451,1451,2022-01-13,CZK,Plzeňský kraj,0,Pap Trutnov,nákladní vozidlo,natural95,centrální,Daniel Podach
452,1452,2022-01-21,EUR,Moravskoslezský kraj,0,Spedquick Třebíč,vlak,natural95,centrální,Jan Novák
453,1453,2022-08-30,EUR,Zlínský kraj,0,GLS,nákladní vozidlo,natural95,regionální,Jan Novák
454,1454,2022-06-20,CZK,"Ústecký kraj,Vysočina",12,Pap Trutnov,vlak,diesel,tranzitní,Jiří Zeman
455,1455,2022-05-21,CZK,Královehradecký kraj,3,Toptrans,vlak,diesel,regionální,Karel Barel
456,1456,2022-05-02,EUR,Jihomoravský kraj,1,Pap Trutnov,nákladní vozidlo,natural95,centrální,Jiří Zeman
457,1457,2022-06-25,CZK,Středočeský kraj,11,Geis,nákladní vozidlo,natural95,tranzitní,Jiří Zeman
458,1458,2022-06-04,EUR,Plzeňský kraj,0,Pap Trutnov,kamion,diesel,tranzitní,Daniel Podach
459,1459,2022-03-23,CZK,Zlínský kraj,12,Spedquick Třebíč,kamion,natural95,regionální,Jan Novák
460,1460,2022-01-20,EUR,Hlavní město Praha,9,Toptrans,vlak,diesel,regionální,Josef Vošouch
461,1461,2022-11-15,CZK,Jihomoravský kraj,1,Geis,kamion,diesel,tranzitní,Karel Barel
462,1462,2022-05-24,CZK,Zlínský kraj,12,GLS,nákladní vozidlo,natural95,regionální,Josef Vošouch
463,1463,2022-08-06,CZK,Olomoucký kraj,3,Pap Trutnov,vlak,natural95,centrální,Jan Novák
464,1464,2022-01-27,CZK,Jihočeský kraj,4,GLS,kamion,natural95,regionální,Jiří Zeman
465,1465,2021-12-27,CZK,Pardubický kraj,7,Spedquick Třebíč,kamion,diesel,regionální,Josef Vošouch
466,1466,2022-03-05,CZK,Plzeňský kraj,2,Spedquick Třebíč,kamion,natural95,regionální,Daniel Podach
467,1467,2022-07-02,EUR,Karlovarský kraj,7,Pap Trutnov,nákladní vozidlo,natural95,regionální,Karel Barel
468,1468,2022-01-01,CZK,Jihomoravský kraj,6,Spedquick Třebíč,vlak,natural95,centrální,Josef Vošouch
469,1469,2022-01-08,CZK,Liberecký kraj,12,Toptrans,vlak,natural95,centrální,Daniel Podach
470,1470,2022-03-02,EUR,Pardubický kraj,10,GLS,vlak,diesel,centrální,Josef Vošouch
471,1471,2022-11-05,EUR,Plzeňský kraj,1,Toptrans,vlak,natural95,centrální,Jiří Zeman
472,1472,2022-01-26,CZK,Jihomoravský kraj,3,Toptrans,kamion,natural95,regionální,Daniel Podach
473,1473,2022-02-25,EUR,Karlovarský kraj,1,Geis,vlak,diesel,regionální,Jiří Zeman
474,1474,2021-12-04,CZK,Středočeský kraj,2,GLS,vlak,natural95,regionální,Daniel Podach
475,1475,2022-09-22,CZK,Liberecký kraj,9,Spedquick Třebíč,kamion,diesel,centrální,Daniel Podach
476,1476,2022-04-28,CZK,Karlovarský kraj,10,GLS,vlak,diesel,centrální,Karel Barel
477,1477,2021-12-09,CZK,Středočeský kraj,12,Geis,kamion,natural95,regionální,Karel Barel
478,1478,2022-07-30,EUR,"Ústecký kraj,Vysočina",12,Geis,nákladní vozidlo,natural95,centrální,Jan Novák
479,1479,2022-05-02,CZK,Středočeský kraj,6,Spedquick Třebíč,kamion,diesel,tranzitní,Karel Barel
480,1480,2022-04-17,EUR,"Ústecký kraj,Vysočina",8,Spedquick Třebíč,kamion,diesel,tranzitní,Jiří Zeman
